Tank_Number,Cycle_Number,Collected,Reef,Temperature,Ramp_Started_Day_1,Colony_Number,Day,Score,Scorer_1,Scorer_2,Scorer_3,Notes,Notes2
8,6,7/19/18,44,33.5,,343,0,V/S,KCH,NSW,,TOP/BOTTOM,
8,6,7/19/18,44,33.5,,343,1,S,KCH,BHC,,,
8,6,7/19/18,44,33.5,,343,2,S,KCH,NSW,BHC,,
9,6,7/19/18,44,34,,343,0,V,KCH,NSW,,,
9,6,7/19/18,44,34,,343,1,M,KCH,BHC,,,
9,6,7/19/18,44,34,,343,2,S,KCH,NSW,BHC,,
10,6,7/19/18,44,34.5,,343,0,M/T,KCH,NSW,,SIDE/SIDE,
10,6,7/19/18,44,34.5,,343,1,T,KCH,BHC,,,
10,6,7/19/18,44,34.5,,343,2,T,KCH,NSW,BHC,,
6,6,7/19/18,44,30,,344,0,V,KCH,NSW,,,
6,6,7/19/18,44,30,,344,1,N,KCH,BHC,,,
6,6,7/19/18,44,30,,344,2,N,KCH,BHC,NSW,,
7,6,7/19/18,44,30,,344,0,M,KCH,NSW,,,
7,6,7/19/18,44,30,,344,1,V,KCH,BHC,,,
7,6,7/19/18,44,30,,344,2,V,KCH,NSW,BHC,,
8,6,7/19/18,44,33.5,,344,0,V,KCH,NSW,,,
8,6,7/19/18,44,33.5,,344,1,V,KCH,BHC,,,
8,6,7/19/18,44,33.5,,344,2,V,KCH,NSW,BHC,,
9,6,7/19/18,44,34,,344,0,M,KCH,NSW,,,
9,6,7/19/18,44,34,,344,1,V,KCH,BHC,,,
9,6,7/19/18,44,34,,344,2,M,KCH,NSW,BHC,,
10,6,7/19/18,44,34.5,,344,0,N,KCH,NSW,,,
10,6,7/19/18,44,34.5,,344,1,V,KCH,BHC,,,
10,6,7/19/18,44,34.5,,344,2,T/V,KCH,NSW,BHC,HALF/HALF,
6,6,7/19/18,44,30,,346,0,N,KCH,NSW,,,
6,6,7/19/18,44,30,,346,1,N,KCH,BHC,,,
6,6,7/19/18,44,30,,346,2,N,KCH,BHC,NSW,,
7,6,7/19/18,44,30,,346,0,M,KCH,NSW,,,
7,6,7/19/18,44,30,,346,1,V,KCH,BHC,,,
7,6,7/19/18,44,30,,346,2,M,KCH,NSW,BHC,,
8,6,7/19/18,44,33.5,,346,0,V,KCH,NSW,,,
8,6,7/19/18,44,33.5,,346,1,V,KCH,BHC,,,
8,6,7/19/18,44,33.5,,346,2,V,KCH,NSW,BHC,,
9,6,7/19/18,44,34,,346,0,N,KCH,NSW,,,
9,6,7/19/18,44,34,,346,1,V,KCH,BHC,,,
9,6,7/19/18,44,34,,346,2,S,KCH,NSW,BHC,,
10,6,7/19/18,44,34.5,,346,0,V,KCH,NSW,,,
10,6,7/19/18,44,34.5,,346,1,M,KCH,BHC,,,
10,6,7/19/18,44,34.5,,346,2,T,KCH,NSW,BHC,,
6,6,7/19/18,44,30,,347,0,V,KCH,NSW,,,
6,6,7/19/18,44,30,,347,1,M,KCH,BHC,,,
6,6,7/19/18,44,30,,347,2,T,KCH,BHC,NSW,,
7,6,7/19/18,44,30,,347,0,V,KCH,NSW,,,
7,6,7/19/18,44,30,,347,1,V,KCH,BHC,,,
7,6,7/19/18,44,30,,347,2,T,KCH,NSW,BHC,,
8,6,7/19/18,44,33.5,,347,0,V,KCH,NSW,,,
8,6,7/19/18,44,33.5,,347,1,M,KCH,BHC,,,
8,6,7/19/18,44,33.5,,347,2,T,KCH,NSW,BHC,,
9,6,7/19/18,44,34,,347,0,V,KCH,NSW,,,
9,6,7/19/18,44,34,,347,1,M,KCH,BHC,,,
9,6,7/19/18,44,34,,347,2,T,KCH,NSW,BHC,,
10,6,7/19/18,44,34.5,,347,0,V,KCH,NSW,,,
10,6,7/19/18,44,34.5,,347,1,M,KCH,BHC,,,
10,6,7/19/18,44,34.5,,347,2,S,KCH,NSW,BHC,,
1,4,7/22/18,7,30,,1,0,N,MK,CH,CYP,,
1,4,7/22/18,7,30,,1,1,N,CYP,BHC,,,
1,4,7/22/18,7,30,,1,2,N,MK,CH,CYP,,
2,4,7/22/18,7,30,,1,0,N,MK,CH,CYP,,
2,4,7/22/18,7,30,,1,1,N,CYP,BHC,,,
2,4,7/22/18,7,30,,1,2,N,NULL,,,,
3,4,7/22/18,7,34,,1,0,N,MK,CH,CYP,,
3,4,7/22/18,7,34,,1,1,N,CYP,BHC,,,
3,4,7/22/18,7,34,,1,2,N,CYP,BHC,,,
4,4,7/22/18,7,34.5,,1,0,N,MK,CH,CYP,,
4,4,7/22/18,7,34.5,,1,1,N,CYP,BHC,,,
4,4,7/22/18,7,34.5,,1,2,N,CYP,BHC,,,
5,4,7/22/18,7,35,,1,0,N,MK,CH,CYP,,
5,4,7/22/18,7,35,,1,1,N,CYP,BHC,,,
5,4,7/22/18,7,35,,1,2,N,CYP,BHC,,,
1,4,7/22/18,7,30,,2,0,N,MK,CH,CYP,,
1,4,7/22/18,7,30,,2,1,V,CYP,BHC,,,
1,4,7/22/18,7,30,,2,2,V,MK,CH,CYP,,
2,4,7/22/18,7,30,,2,0,N,MK,CH,CYP,,
2,4,7/22/18,7,30,,2,1,V,CYP,BHC,,,
2,4,7/22/18,7,30,,2,2,V,NULL,,,,
3,4,7/22/18,7,34,,2,0,N,MK,CH,CYP,,
3,4,7/22/18,7,34,,2,1,V,CYP,BHC,,,
3,4,7/22/18,7,34,,2,2,V,CYP,BHC,,,
4,4,7/22/18,7,34.5,,2,0,N,MK,CH,CYP,,
4,4,7/22/18,7,34.5,,2,1,V,CYP,BHC,,,
4,4,7/22/18,7,34.5,,2,2,M,CYP,BHC,,,
5,4,7/22/18,7,35,,2,0,N,MK,CH,CYP,,
5,4,7/22/18,7,35,,2,1,M,CYP,BHC,,,
5,4,7/22/18,7,35,,2,2,S,CYP,BHC,,,
1,4,7/22/18,7,30,,3,0,N,MK,CH,CYP,,
1,4,7/22/18,7,30,,3,1,N,CYP,BHC,,,
1,4,7/22/18,7,30,,3,2,N,MK,CH,CYP,,
2,4,7/22/18,7,30,,3,0,N,MK,CH,CYP,,
2,4,7/22/18,7,30,,3,1,N,CYP,BHC,,,
2,4,7/22/18,7,30,,3,2,V,NULL,,,,
3,4,7/22/18,7,34,,3,0,V,MK,CH,CYP,,
3,4,7/22/18,7,34,,3,1,M,CYP,BHC,,,
3,4,7/22/18,7,34,,3,2,M,CYP,BHC,,,
4,4,7/22/18,7,34.5,,3,0,M,MK,CH,CYP,,
4,4,7/22/18,7,34.5,,3,1,M,CYP,BHC,,,
4,4,7/22/18,7,34.5,,3,2,S,CYP,BHC,,,
5,4,7/22/18,7,35,,3,0,N,MK,CH,CYP,,
5,4,7/22/18,7,35,,3,1,V,CYP,BHC,,,
5,4,7/22/18,7,35,,3,2,M,CYP,BHC,,,
1,4,7/22/18,7,30,,4,0,N,MK,CH,CYP,,
1,4,7/22/18,7,30,,4,1,V,CYP,BHC,,,
1,4,7/22/18,7,30,,4,2,V,MK,CH,CYP,,
2,4,7/22/18,7,30,,4,0,V,MK,CH,CYP,,
2,4,7/22/18,7,30,,4,1,V,CYP,BHC,,,
2,4,7/22/18,7,30,,4,2,V,NULL,,,,
3,4,7/22/18,7,34,,4,0,N,MK,CH,CYP,,
3,4,7/22/18,7,34,,4,1,V,CYP,BHC,,,
3,4,7/22/18,7,34,,4,2,V,CYP,BHC,,,
4,4,7/22/18,7,34.5,,4,0,V,MK,CH,CYP,,
4,4,7/22/18,7,34.5,,4,1,S,CYP,BHC,,,
4,4,7/22/18,7,34.5,,4,2,S,CYP,BHC,,,
5,4,7/22/18,7,35,,4,0,N,MK,CH,CYP,,
5,4,7/22/18,7,35,,4,1,S,CYP,BHC,,,
5,4,7/22/18,7,35,,4,2,S,CYP,BHC,,,
1,4,7/22/18,7,30,,5,0,V,MK,CH,CYP,,
1,4,7/22/18,7,30,,5,1,V,CYP,BHC,,,
1,4,7/22/18,7,30,,5,2,V,MK,CH,CYP,,
2,4,7/22/18,7,30,,5,0,N,MK,CH,CYP,,
2,4,7/22/18,7,30,,5,1,V,CYP,BHC,,,
2,4,7/22/18,7,30,,5,2,V,NULL,,,,
3,4,7/22/18,7,34,,5,0,V,MK,CH,CYP,,
3,4,7/22/18,7,34,,5,1,V,CYP,BHC,,,
3,4,7/22/18,7,34,,5,2,V,CYP,BHC,,,
4,4,7/22/18,7,34.5,,5,0,M,MK,CH,CYP,,
4,4,7/22/18,7,34.5,,5,1,S,CYP,BHC,,,
4,4,7/22/18,7,34.5,,5,2,S,CYP,BHC,,,
5,4,7/22/18,7,35,,5,0,N,MK,CH,CYP,,
5,4,7/22/18,7,35,,5,1,S,CYP,BHC,,,
5,4,7/22/18,7,35,,5,2,S,CYP,BHC,,,
1,4,7/22/18,7,30,,6,0,N,MK,CH,CYP,,
1,4,7/22/18,7,30,,6,1,V,CYP,BHC,,,
1,4,7/22/18,7,30,,6,2,V,MK,CH,CYP,,
2,4,7/22/18,7,30,,6,0,N,MK,CH,CYP,,
2,4,7/22/18,7,30,,6,1,V,CYP,BHC,,,
2,4,7/22/18,7,30,,6,2,V,NULL,,,,
3,4,7/22/18,7,34,,6,0,N,MK,CH,CYP,,
3,4,7/22/18,7,34,,6,1,N,CYP,BHC,,,
3,4,7/22/18,7,34,,6,2,N,CYP,BHC,,,
4,4,7/22/18,7,34.5,,6,0,N,MK,CH,CYP,,
4,4,7/22/18,7,34.5,,6,1,M,CYP,BHC,,,
4,4,7/22/18,7,34.5,,6,2,S,CYP,BHC,,,
5,4,7/22/18,7,35,,6,0,N,MK,CH,CYP,,
5,4,7/22/18,7,35,,6,1,M,CYP,BHC,,,
5,4,7/22/18,7,35,,6,2,M,CYP,BHC,,,
1,4,7/22/18,7,30,,7,0,N,MK,CH,CYP,,
1,4,7/22/18,7,30,,7,1,V,CYP,BHC,,,
1,4,7/22/18,7,30,,7,2,V,MK,CH,CYP,,
2,4,7/22/18,7,30,,7,0,N,MK,CH,CYP,,
2,4,7/22/18,7,30,,7,1,V,CYP,BHC,,,
2,4,7/22/18,7,30,,7,2,V,NULL,,,,
3,4,7/22/18,7,34,,7,0,V,MK,CH,CYP,,
3,4,7/22/18,7,34,,7,1,V,CYP,BHC,,,
3,4,7/22/18,7,34,,7,2,V,CYP,BHC,,,
4,4,7/22/18,7,34.5,,7,0,N,MK,CH,CYP,,
4,4,7/22/18,7,34.5,,7,1,S,CYP,BHC,,,
4,4,7/22/18,7,34.5,,7,2,S,CYP,BHC,,,
5,4,7/22/18,7,35,,7,0,N,MK,CH,CYP,,
5,4,7/22/18,7,35,,7,1,M,CYP,BHC,,,
5,4,7/22/18,7,35,,7,2,M,CYP,BHC,,,
1,4,7/22/18,7,30,,8,0,N,MK,CH,CYP,,
1,4,7/22/18,7,30,,8,1,V,CYP,BHC,,,
1,4,7/22/18,7,30,,8,2,V,MK,CH,CYP,,
2,4,7/22/18,7,30,,8,0,N,MK,CH,CYP,,
2,4,7/22/18,7,30,,8,1,V,CYP,BHC,,,
2,4,7/22/18,7,30,,8,2,V,NULL,,,,
3,4,7/22/18,7,34,,8,0,V,MK,CH,CYP,,
3,4,7/22/18,7,34,,8,1,V,CYP,BHC,,,
3,4,7/22/18,7,34,,8,2,V,CYP,BHC,,,
4,4,7/22/18,7,34.5,,8,0,N,MK,CH,CYP,,
4,4,7/22/18,7,34.5,,8,1,V,CYP,BHC,,,
4,4,7/22/18,7,34.5,,8,2,M,CYP,BHC,,,
5,4,7/22/18,7,35,,8,0,N,MK,CH,CYP,,
5,4,7/22/18,7,35,,8,1,M,CYP,BHC,,,
5,4,7/22/18,7,35,,8,2,M,CYP,BHC,,,
1,4,7/22/18,7,30,,9,0,N,MK,CH,CYP,,
1,4,7/22/18,7,30,,9,1,N,CYP,BHC,,,
1,4,7/22/18,7,30,,9,2,N,MK,CH,CYP,,
2,4,7/22/18,7,30,,9,0,N,MK,CH,CYP,,
2,4,7/22/18,7,30,,9,1,N,CYP,BHC,,,
2,4,7/22/18,7,30,,9,2,N,NULL,,,,
3,4,7/22/18,7,34,,9,0,V,MK,CH,CYP,,
3,4,7/22/18,7,34,,9,1,M,CYP,BHC,,,
3,4,7/22/18,7,34,,9,2,M,CYP,BHC,,,
4,4,7/22/18,7,34.5,,9,0,N,MK,CH,CYP,,
4,4,7/22/18,7,34.5,,9,1,M,CYP,BHC,,,
4,4,7/22/18,7,34.5,,9,2,M,CYP,BHC,,,
5,4,7/22/18,7,35,,9,0,N,MK,CH,CYP,,
5,4,7/22/18,7,35,,9,1,M,CYP,BHC,,,
5,4,7/22/18,7,35,,9,2,M,CYP,BHC,,,
1,4,7/22/18,7,30,,10,0,N,MK,CH,CYP,,
1,4,7/22/18,7,30,,10,1,V,CYP,BHC,,,
1,4,7/22/18,7,30,,10,2,V,MK,CH,CYP,,
2,4,7/22/18,7,30,,10,0,N,MK,CH,CYP,,
2,4,7/22/18,7,30,,10,1,V,CYP,BHC,,,
2,4,7/22/18,7,30,,10,2,V,NULL,,,,
3,4,7/22/18,7,34,,10,0,V,MK,CH,CYP,,
3,4,7/22/18,7,34,,10,1,V,CYP,BHC,,,
3,4,7/22/18,7,34,,10,2,M,CYP,BHC,,,
4,4,7/22/18,7,34.5,,10,0,N,MK,CH,CYP,,
4,4,7/22/18,7,34.5,,10,1,M,CYP,BHC,,,
4,4,7/22/18,7,34.5,,10,2,M,CYP,BHC,,,
5,4,7/22/18,7,35,,10,0,N,MK,CH,CYP,,
5,4,7/22/18,7,35,,10,1,M,CYP,BHC,,,
5,4,7/22/18,7,35,,10,2,M,CYP,BHC,,,
1,4,7/22/18,9,30,,11,0,V,MK,CH,CYP,,
1,4,7/22/18,9,30,,11,1,V,CYP,BHC,,,
1,4,7/22/18,9,30,,11,2,V,MK,CH,CYP,,
2,4,7/22/18,9,30,,11,0,V,MK,CH,CYP,,
2,4,7/22/18,9,30,,11,1,V,CYP,BHC,,,
2,4,7/22/18,9,30,,11,2,V,NULL,,,,
3,4,7/22/18,9,34,,11,0,V,MK,CH,CYP,,
3,4,7/22/18,9,34,,11,1,V,CYP,BHC,,,
3,4,7/22/18,9,34,,11,2,V,CYP,BHC,,,
4,4,7/22/18,9,34.5,,11,0,N,MK,CH,CYP,,
4,4,7/22/18,9,34.5,,11,1,M,CYP,BHC,,,
4,4,7/22/18,9,34.5,,11,2,V,CYP,BHC,,,
5,4,7/22/18,9,35,,11,0,V,MK,CH,CYP,,
5,4,7/22/18,9,35,,11,1,M,CYP,BHC,,,
5,4,7/22/18,9,35,,11,2,M,CYP,BHC,,,
1,4,7/22/18,9,30,,12,0,N,MK,CH,CYP,,
1,4,7/22/18,9,30,,12,1,N,CYP,BHC,,,
1,4,7/22/18,9,30,,12,2,V,MK,CH,CYP,,
2,4,7/22/18,9,30,,12,0,N,MK,CH,CYP,,
2,4,7/22/18,9,30,,12,1,V,CYP,BHC,,,
2,4,7/22/18,9,30,,12,2,M,NULL,,,,
3,4,7/22/18,9,34,,12,0,N,MK,CH,CYP,,
3,4,7/22/18,9,34,,12,1,N,CYP,BHC,,,
3,4,7/22/18,9,34,,12,2,N,CYP,BHC,,,
4,4,7/22/18,9,34.5,,12,0,M,MK,CH,CYP,,
4,4,7/22/18,9,34.5,,12,1,S,CYP,BHC,,,
4,4,7/22/18,9,34.5,,12,2,S,CYP,BHC,,,
5,4,7/22/18,9,35,,12,0,N,MK,CH,CYP,,
5,4,7/22/18,9,35,,12,1,S,CYP,BHC,,,
5,4,7/22/18,9,35,,12,2,S,CYP,BHC,,,
1,4,7/22/18,9,30,,13,0,N,MK,CH,CYP,,
1,4,7/22/18,9,30,,13,1,V,CYP,BHC,,,
1,4,7/22/18,9,30,,13,2,V,MK,CH,CYP,,
2,4,7/22/18,9,30,,13,0,N,MK,CH,CYP,,
2,4,7/22/18,9,30,,13,1,N,CYP,BHC,,,
2,4,7/22/18,9,30,,13,2,V,NULL,,,,
3,4,7/22/18,9,34,,13,0,N,MK,CH,CYP,,
3,4,7/22/18,9,34,,13,1,V,CYP,BHC,,,
3,4,7/22/18,9,34,,13,2,V,CYP,BHC,,,
4,4,7/22/18,9,34.5,,13,0,N,MK,CH,CYP,,
4,4,7/22/18,9,34.5,,13,1,M,CYP,BHC,,,
4,4,7/22/18,9,34.5,,13,2,M,CYP,BHC,,,
5,4,7/22/18,9,35,,13,0,N,MK,CH,CYP,,
5,4,7/22/18,9,35,,13,1,M,CYP,BHC,,,
5,4,7/22/18,9,35,,13,2,M,CYP,BHC,,,
1,4,7/22/18,9,30,,14,0,N,MK,CH,CYP,,
1,4,7/22/18,9,30,,14,1,V,CYP,BHC,,,
1,4,7/22/18,9,30,,14,2,V,MK,CH,CYP,,
2,4,7/22/18,9,30,,14,0,N,MK,CH,CYP,,
2,4,7/22/18,9,30,,14,1,N,CYP,BHC,,,
2,4,7/22/18,9,30,,14,2,N,NULL,,,,
3,4,7/22/18,9,34,,14,0,N,MK,CH,CYP,,
3,4,7/22/18,9,34,,14,1,N,CYP,BHC,,,
3,4,7/22/18,9,34,,14,2,V,CYP,BHC,,,
4,4,7/22/18,9,34.5,,14,0,N,MK,CH,CYP,,
4,4,7/22/18,9,34.5,,14,1,V,CYP,BHC,,,
4,4,7/22/18,9,34.5,,14,2,V,CYP,BHC,,,
5,4,7/22/18,9,35,,14,0,V,MK,CH,CYP,,
5,4,7/22/18,9,35,,14,1,V,CYP,BHC,,,
5,4,7/22/18,9,35,,14,2,M,CYP,BHC,,,
1,4,7/22/18,9,30,,15,0,V,MK,CH,CYP,,
1,4,7/22/18,9,30,,15,1,V,CYP,BHC,,,
1,4,7/22/18,9,30,,15,2,M,MK,CH,CYP,,
2,4,7/22/18,9,30,,15,0,V,MK,CH,CYP,,
2,4,7/22/18,9,30,,15,1,V,CYP,BHC,,,
2,4,7/22/18,9,30,,15,2,M/S,NULL,,,,
3,4,7/22/18,9,34,,15,0,N,MK,CH,CYP,,
3,4,7/22/18,9,34,,15,1,V,CYP,BHC,,,
3,4,7/22/18,9,34,,15,2,V,CYP,BHC,,,
4,4,7/22/18,9,34.5,,15,0,M,MK,CH,CYP,,
4,4,7/22/18,9,34.5,,15,1,M,CYP,BHC,,,
4,4,7/22/18,9,34.5,,15,2,M,CYP,BHC,,,
5,4,7/22/18,9,35,,15,0,N,MK,CH,CYP,,
5,4,7/22/18,9,35,,15,1,V,CYP,BHC,,,
5,4,7/22/18,9,35,,15,2,V,CYP,BHC,,,
6,4,7/22/18,9,30,,16,0,N,CM,CYP,MK,,
6,4,7/22/18,9,30,,16,1,V,KCH,BHC,,,
6,4,7/22/18,9,30,,16,2,V,KCH,NSW,,,
7,4,7/22/18,9,30,,16,0,V,MK,CH,CYP,,
7,4,7/22/18,9,30,,16,1,V,NULL,,,,
7,4,7/22/18,9,30,,16,2,V,NULL,,,,
8,4,7/22/18,9,34,,16,0,V,MK,CH,CYP,,
8,4,7/22/18,9,34,,16,1,V,KCH,BHC,,,
8,4,7/22/18,9,34,,16,2,V,NULL,,,,
9,4,7/22/18,9,34.5,,16,0,V,MK,CH,CYP,,
9,4,7/22/18,9,34.5,,16,1,V,KCH,BHC,,,
9,4,7/22/18,9,34.5,,16,2,V,NULL,,,,
10,4,7/22/18,9,35,,16,0,N,MK,CH,CYP,,
10,4,7/22/18,9,35,,16,1,S,KCH,BHC,,,
10,4,7/22/18,9,35,,16,2,T,KCH,NSW,,,
6,4,7/22/18,9,30,,17,0,N,CM,CYP,MK,,
6,4,7/22/18,9,30,,17,1,V,KCH,BHC,,,
6,4,7/22/18,9,30,,17,2,M,KCH,NSW,,,
7,4,7/22/18,9,30,,17,0,V,MK,CH,CYP,,
7,4,7/22/18,9,30,,17,1,M,NULL,,,,
7,4,7/22/18,9,30,,17,2,M,NULL,,,,
8,4,7/22/18,9,34,,17,0,V,MK,CH,CYP,,
8,4,7/22/18,9,34,,17,1,M/S,KCH,BHC,,,
8,4,7/22/18,9,34,,17,2,M,NULL,,,,
9,4,7/22/18,9,34.5,,17,0,N,MK,CH,CYP,,
9,4,7/22/18,9,34.5,,17,1,N,KCH,BHC,,,
9,4,7/22/18,9,34.5,,17,2,M,NULL,,,,
10,4,7/22/18,9,35,,17,0,V,MK,CH,CYP,,
10,4,7/22/18,9,35,,17,1,S,KCH,BHC,,,
10,4,7/22/18,9,35,,17,2,T,KCH,NSW,,,
6,4,7/22/18,9,30,,18,0,N,CM,CYP,MK,,
6,4,7/22/18,9,30,,18,1,N,KCH,BHC,,,
6,4,7/22/18,9,30,,18,2,V,KCH,NSW,,,
7,4,7/22/18,9,30,,18,0,N,MK,CH,CYP,,
7,4,7/22/18,9,30,,18,1,N,NULL,,,,
7,4,7/22/18,9,30,,18,2,V,NULL,,,,
8,4,7/22/18,9,34,,18,0,N,MK,CH,CYP,,
8,4,7/22/18,9,34,,18,1,M,KCH,BHC,,,
8,4,7/22/18,9,34,,18,2,S,NULL,,,,
9,4,7/22/18,9,34.5,,18,0,N,MK,CH,CYP,,
9,4,7/22/18,9,34.5,,18,1,N,KCH,BHC,,,
9,4,7/22/18,9,34.5,,18,2,S,NULL,,,,
10,4,7/22/18,9,35,,18,0,N,MK,CH,CYP,,
10,4,7/22/18,9,35,,18,1,S,KCH,BHC,,,
10,4,7/22/18,9,35,,18,2,T,KCH,NSW,,,
6,4,7/22/18,9,30,,19,0,N,CM,CYP,MK,,
6,4,7/22/18,9,30,,19,1,N,KCH,BHC,,,
6,4,7/22/18,9,30,,19,2,N,KCH,NSW,,,
7,4,7/22/18,9,30,,19,0,N,MK,CH,CYP,,
7,4,7/22/18,9,30,,19,1,N,NULL,,,,
7,4,7/22/18,9,30,,19,2,N,NULL,,,,
8,4,7/22/18,9,34,,19,0,N,MK,CH,CYP,,
8,4,7/22/18,9,34,,19,1,T,KCH,BHC,,,
8,4,7/22/18,9,34,,19,2,T,NULL,,,,
9,4,7/22/18,9,34.5,,19,0,V,MK,CH,CYP,,
9,4,7/22/18,9,34.5,,19,1,T,KCH,BHC,,,
9,4,7/22/18,9,34.5,,19,2,T,NULL,,,,
10,4,7/22/18,9,35,,19,0,M,MK,CH,CYP,,
10,4,7/22/18,9,35,,19,1,T,KCH,BHC,,,
10,4,7/22/18,9,35,,19,2,T,KCH,NSW,,,
6,4,7/22/18,9,30,,20,0,N,CM,CYP,MK,,
6,4,7/22/18,9,30,,20,1,N,KCH,BHC,,,
6,4,7/22/18,9,30,,20,2,V,KCH,NSW,,,
7,4,7/22/18,9,30,,20,0,N,MK,CH,CYP,,
7,4,7/22/18,9,30,,20,1,V,NULL,,,,
7,4,7/22/18,9,30,,20,2,N,NULL,,,,
8,4,7/22/18,9,34,,20,0,N,MK,CH,CYP,,
8,4,7/22/18,9,34,,20,1,S,KCH,BHC,,,
8,4,7/22/18,9,34,,20,2,T,NULL,,,,
9,4,7/22/18,9,34.5,,20,0,N,MK,CH,CYP,,
9,4,7/22/18,9,34.5,,20,1,S,KCH,BHC,,,
9,4,7/22/18,9,34.5,,20,2,T,NULL,,,,
10,4,7/22/18,9,35,,20,0,V,MK,CH,CYP,,
10,4,7/22/18,9,35,,20,1,S,KCH,BHC,,,
10,4,7/22/18,9,35,,20,2,T,KCH,NSW,,,
6,4,7/22/18,21,30,,21,0,M,CM,CYP,MK,,
6,4,7/22/18,21,30,,21,1,M/S,KCH,BHC,,,
6,4,7/22/18,21,30,,21,2,S,KCH,NSW,,,
7,4,7/22/18,21,30,,21,0,S,MK,CH,CYP,,
7,4,7/22/18,21,30,,21,1,S,NULL,,,,
7,4,7/22/18,21,30,,21,2,S,NULL,,,,
8,4,7/22/18,21,34,,21,0,M,MK,CH,CYP,,
8,4,7/22/18,21,34,,21,1,V,KCH,BHC,,,
8,4,7/22/18,21,34,,21,2,M,NULL,,,,
9,4,7/22/18,21,34.5,,21,0,M,MK,CH,CYP,,
9,4,7/22/18,21,34.5,,21,1,V,KCH,BHC,,,
9,4,7/22/18,21,34.5,,21,2,M,NULL,,,,
10,4,7/22/18,21,35,,21,0,S,MK,CH,CYP,,
10,4,7/22/18,21,35,,21,1,S,KCH,BHC,,,
10,4,7/22/18,21,35,,21,2,T,KCH,NSW,,,
6,4,7/22/18,21,30,,22,0,V,CM,CYP,MK,,
6,4,7/22/18,21,30,,22,1,V,KCH,BHC,,,
6,4,7/22/18,21,30,,22,2,V,KCH,NSW,,,
7,4,7/22/18,21,30,,22,0,V,MK,CH,CYP,,
7,4,7/22/18,21,30,,22,1,V,NULL,,,,
7,4,7/22/18,21,30,,22,2,M,NULL,,,,
8,4,7/22/18,21,34,,22,0,V,MK,CH,CYP,,
8,4,7/22/18,21,34,,22,1,S,KCH,BHC,,,
8,4,7/22/18,21,34,,22,2,S,NULL,,,,
9,4,7/22/18,21,34.5,,22,0,M,MK,CH,CYP,,
9,4,7/22/18,21,34.5,,22,1,S,KCH,BHC,,,
9,4,7/22/18,21,34.5,,22,2,S,NULL,,,,
10,4,7/22/18,21,35,,22,0,V,MK,CH,CYP,,
10,4,7/22/18,21,35,,22,1,S,KCH,BHC,,,
10,4,7/22/18,21,35,,22,2,T,KCH,NSW,,,
6,4,7/22/18,21,30,,23,0,N,CM,CYP,MK,,
6,4,7/22/18,21,30,,23,1,N,KCH,BHC,,,
6,4,7/22/18,21,30,,23,2,N,KCH,NSW,,,
7,4,7/22/18,21,30,,23,0,V,MK,CH,CYP,,
7,4,7/22/18,21,30,,23,1,V,NULL,,,,
7,4,7/22/18,21,30,,23,2,M,NULL,,,,
8,4,7/22/18,21,34,,23,0,M,MK,CH,CYP,,
8,4,7/22/18,21,34,,23,1,T,KCH,BHC,,,
8,4,7/22/18,21,34,,23,2,T,NULL,,,,
9,4,7/22/18,21,34.5,,23,0,V,MK,CH,CYP,,
9,4,7/22/18,21,34.5,,23,1,S,KCH,BHC,,,
9,4,7/22/18,21,34.5,,23,2,S,NULL,,,,
10,4,7/22/18,21,35,,23,0,V,MK,CH,CYP,,
10,4,7/22/18,21,35,,23,1,T,KCH,BHC,,,
10,4,7/22/18,21,35,,23,2,S/T,KCH,NSW,,TOP/BOTTOM,
6,4,7/22/18,21,30,,24,0,V,CM,CYP,MK,,
6,4,7/22/18,21,30,,24,1,V,KCH,BHC,,,
6,4,7/22/18,21,30,,24,2,V,KCH,NSW,,,
7,4,7/22/18,21,30,,24,0,N,MK,CH,CYP,,
7,4,7/22/18,21,30,,24,1,V,NULL,,,,
7,4,7/22/18,21,30,,24,2,V,NULL,,,,
8,4,7/22/18,21,34,,24,0,M,MK,CH,CYP,,
8,4,7/22/18,21,34,,24,1,S,KCH,BHC,,,
8,4,7/22/18,21,34,,24,2,S,NULL,,,,
9,4,7/22/18,21,34.5,,24,0,V,MK,CH,CYP,,
9,4,7/22/18,21,34.5,,24,1,M,KCH,BHC,,,
9,4,7/22/18,21,34.5,,24,2,M,NULL,,,,
10,4,7/22/18,21,35,,24,0,V,MK,CH,CYP,,
10,4,7/22/18,21,35,,24,1,M,KCH,BHC,,,
10,4,7/22/18,21,35,,24,2,T,KCH,NSW,,,
6,4,7/22/18,21,30,,25,0,V,CM,CYP,MK,,
6,4,7/22/18,21,30,,25,1,V,KCH,BHC,,,
6,4,7/22/18,21,30,,25,2,V,KCH,NSW,,,
7,4,7/22/18,21,30,,25,0,N,MK,CH,CYP,,
7,4,7/22/18,21,30,,25,1,V,NULL,,,,
7,4,7/22/18,21,30,,25,2,V,NULL,,,,
8,4,7/22/18,21,34,,25,0,N,MK,CH,CYP,,
8,4,7/22/18,21,34,,25,1,V,KCH,BHC,,,
8,4,7/22/18,21,34,,25,2,M,NULL,,,,
9,4,7/22/18,21,34.5,,25,0,V,MK,CH,CYP,,
9,4,7/22/18,21,34.5,,25,1,M,KCH,BHC,,,
9,4,7/22/18,21,34.5,,25,2,M,NULL,,,,
